"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AMPE","Ampio Pharmaceuticals, Inc.","4.7","134824200","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMPE&selected=AMPE",
"AMSG","Amsurg Corp.","21.64","676488040","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSG&selected=AMSG",
"ASYS","Amtech Systems, Inc.","16.56","158562000","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASYS&selected=ASYS",
"AFSI","AmTrust Financial Services, Inc.","21.81","1300792020","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFSI&selected=AFSI",
"AMLN","Amylin Pharmaceuticals, Inc.","10.47","1526955270","1992","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMLN&selected=AMLN",
"AMRS","Amyris, Inc.","20.57","916270080","1992","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRS&selected=AMRS",
"ANAC","Anacor Pharmaceuticals, Inc.","5.56","155763400","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAC&selected=ANAC",
"ANAD","ANADIGICS, Inc.","2.45","165492600","1995","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAD&selected=ANAD",
"ANDS","Anadys Pharmaceuticals, Inc.","0.71","40570110","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANDS&selected=ANDS",
"ALOG","Analogic Corporation","46.73","586321310","1972","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALOG&selected=ALOG",
"ANLY","Analysts International Corporation","3.1","15456600","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANLY&selected=ANLY",
"ANEN","Anaren, Inc.","18.1","273617700","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANEN&selected=ANEN",
"ACOM          ","Ancestry.com, Inc.","29.53","1353655200","1993","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACOM          &selected=ACOM          ",
"ANCB","Anchor Bancorp","8.9","22695000","2011","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCB&selected=ANCB",
"ABCW","Anchor BanCorp Wisconsin Inc.","0.61","13226630","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABCW&selected=ABCW",
"AMCF","Andatee China Marine Fuel Services Corporation","2.19","21045900","2010","Energy","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCF&selected=AMCF",
"ANGN","Angeion Corporation","4.2001","15960380","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANGN&selected=ANGN",
"ANGO","AngioDynamics, Inc.","14.3","357156800","2004","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANGO&selected=ANGO",
"ANIK","Anika Therapeutics Inc.","6.21","83803950","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANIK&selected=ANIK",
"ANNB","Annapolis Bancorp Inc.","3.8399","15175284.8","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANNB&selected=ANNB",
"ANSS","ANSYS, Inc.","49.36","4531642880","1996","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANSS&selected=ANSS",
"ANTH","Anthera Pharmaceuticals, Inc.","6.53","215320220","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANTH&selected=ANTH",
"APAC","APAC Customer Services, Inc.","8.41","430743380","1995","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APAC&selected=APAC",
"APAGF","Apco Oil and Gas International Inc.","82.88","757523200","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APAGF&selected=APAGF",
"ATNY","API Technologies Corp.","4.95","242837100","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATNY&selected=ATNY",
"APOG","Apogee Enterprises, Inc.","10.17","285573600","1971","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APOG&selected=APOG",
"APOL","Apollo Group, Inc.","45.05","6357816400","1994","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APOL&selected=APOL",
"AINV","Apollo Investment Corporation","8.04","1578999720","2004","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AINV&selected=AINV",
"APWR","A-Power Energy Generation Systems, Ltd.","1.67","75757880","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APWR&selected=APWR",
"AAPL","Apple Inc.","374.01","345867617550","1980","Technology","Computer Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAPL&selected=AAPL",
"ARCI","Appliance Recycling Centers of America, Inc.","4.15","22795950","n/a","Consumer Services","Home Furnishings","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCI&selected=ARCI",
"AERG","Applied Energetics, Inc","0.35","31915800","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AERG&selected=AERG",
"AMAT","Applied Materials, Inc.","11.44","15080780000","1972","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAT&selected=AMAT",
"AMCC","Applied Micro Circuits Corporation","5.09","322507490","1997","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCC&selected=AMCC",
"AREX","Approach Resources Inc.","18.44","524783960","2007","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AREX&selected=AREX",
"APRI","Apricus Biosciences, Inc","3.4785","68651676","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APRI&selected=APRI",
"ARSD","Arabian American Development Company","3.76","89074400","n/a","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARSD&selected=ARSD",
"ARCW","Arc Wireless Solutions, Inc.","2.842","8784622","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCW&selected=ARCW",
"ABIO","Arca Biopharma, Inc.","1.01","10620150","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABIO&selected=ABIO",
"ACGL","Arch Capital Group Ltd.","32.24","4272702720","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACGL&selected=ACGL",
"ARCL","Archipelago Learning, Inc.","9.89","260423480","2009","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCL&selected=ARCL",
"ACAT","Arctic Cat Inc.","13.67","166404910","1990","Capital Goods","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAT&selected=ACAT",
"RDEA","Ardea Biosciences, Inc.","17.12","456539040","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=RDEA&selected=RDEA",
"ARDNA","Arden Group, Inc.","87.33","268190430","n/a","Consumer Services","Food Chains","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARDNA&selected=ARDNA",
"ARNA","Arena Pharmaceuticals, Inc.","1.45","211546300","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARNA&selected=ARNA",
"ARCC","Ares Capital Corporation","13.89","2844005280","1999","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARCC&selected=ARCC",
"AGII","Argo Group International Holdings Ltd.","28.53","891419850","n/a","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGII&selected=AGII",
"ARIA","ARIAD Pharmaceuticals, Inc.","8.94","1180026360","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARIA&selected=ARIA",
"ARBA","Ariba, Inc.","26.08","2518363040","1999","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARBA&selected=ARBA",
"ARKR","Ark Restaurants Corp.","13.33","46588350","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARKR&selected=ARKR",
"ABFS","Arkansas Best Corporation","20.75","527506500","1992","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABFS&selected=ABFS",
"ARMH","ARM Holdings, plc","24.66","11056606920","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARMH&selected=ARMH",
"ARTX","Arotech Corporation","1.45","21462900","1994","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTX&selected=ARTX",
"ARQL","ArQule, Inc.","4.65","248207700","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARQL&selected=ARQL",
"ARRY","Array BioPharma Inc.","2.39","136277800","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARRY&selected=ARRY",
"ARRS","Arris Group Inc","10.29","1273583010","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARRS&selected=ARRS",
"AROW","Arrow Financial Corporation","24.36","277825800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AROW&selected=AROW",
"ARWR","Arrowhead Research Corporation","0.447","32097729","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARWR&selected=ARWR",
"ARTNA","Artesian Resources Corporation","18.46","125269560","n/a","Public Utilities","Water Supply","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTNA&selected=ARTNA",
"ARTC","ArthroCare Corporation","31.1","849403200","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTC&selected=ARTC",
"ARTW","Art's-Way Manufacturing Co., Inc.","6.99","28078830","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARTW&selected=ARTW",
"ARUN","Aruba Networks, Inc.","21.11","2127930220","2007","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARUN&selected=ARUN",
"ASNA","Ascena Retail Group, Inc.","27.04","2115095840","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASNA&selected=ASNA",
"ASCMA","Ascent Capital Group, Inc.","42.32","578345120","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASCMA&selected=ASCMA",
"ASTI","Ascent Solar Technologies, Inc.","0.68","22010240","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTI&selected=ASTI",
"AERL","Asia Entertainment & Resources Ltd","8.65","335654600","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AERL&selected=AERL",
"APWC","Asia Pacific Wire & Cable Corporation Limited","3.29","45503990","n/a","Basic Industries","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APWC&selected=APWC",
"ASIA","AsiaInfo-Linkage, Inc.","10.99","807061640","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASIA&selected=ASIA",
"ASMI","ASM International N.V.","24.65","1353112450","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASMI&selected=ASMI",
"ASML","ASML Holding N.V.","33.55","14547313550","1995","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASML&selected=ASML",
"AZPN","Aspen Technology, Inc.","14.71","1384402230","1994","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AZPN&selected=AZPN",
"APPYD","AspenBio Pharma, Inc.","2.4","19267200","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APPYD&selected=APPYD",
"AACC","Asset Acceptance Capital Corp.","4.54","139082900","2004","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACC&selected=AACC",
"ASBC","Associated Banc-Corp","11.86","2055444740","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASBC&selected=ASBC",
"ASFI","Asta Funding, Inc.","8.14","119120760","1995","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASFI&selected=ASFI",
"ATEA","Astea International, Inc.","4.2","14931000","1995","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATEA&selected=ATEA",
"ASTE","Astec Industries, Inc.","31.41","711656370","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTE&selected=ASTE",
"ALOT","Astro-Med, Inc.","7.3","53209700","1983","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALOT&selected=ALOT",
"ATRO","Astronics Corporation","30.5","270535000","1972","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRO&selected=ATRO",
"ASTC","Astrotech Corporation","0.771","14908827","n/a","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTC&selected=ASTC",
"ASUR","Asure Software Inc","2.52","7774200","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASUR&selected=ASUR",
"ATAI","ATA Inc.","9","205785000","2008","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATAI&selected=ATAI",
"ATHN","athenahealth, Inc.","52.05","1815035550","1991","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATHN&selected=ATHN",
"AFCB","Athens Bancshares Corporation","11.32","31435640","2010","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFCB&selected=AFCB",
"ATHX","Athersys, Inc.","2.11","49591330","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATHX&selected=ATHX",
"AAME","Atlantic American Corporation","1.87","41583190","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAME&selected=AAME",
"ACFC","Atlantic Coast Federal Corporation","4.38","11519400","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACFC&selected=ACFC",
"ATNI","Atlantic Tele-Network, Inc.","33.61","517358730","1991","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATNI&selected=ATNI",
"AAWW","Atlas Air Worldwide Holdings","44.15","1159599750","n/a","Transportation","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAWW&selected=AAWW",
"ATML","Atmel Corporation","9.55","4369039050","1991","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATML&selected=ATML",
"ATMI","ATMI Inc.","17.44","551906240","1993","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATMI&selected=ATMI",
"ATPG","ATP Oil & Gas Corporation","8.25","424116000","2001","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATPG&selected=ATPG",
"ATRC","AtriCure, Inc.","9.81","157656510","1979","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRC&selected=ATRC",
"ATRN","Atrinsic, Inc.","2.66","18614680","1982","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRN&selected=ATRN",
"ATRI","ATRION Corporation","201.2","405619200","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRI&selected=ATRI",
"AUBN","Auburn National Bancorporation, Inc.","19.43","70783490","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUBN&selected=AUBN",
"AUDC","AudioCodes Ltd.","4.33","178408990","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUDC&selected=AUDC",
"VOXX","Audiovox Corporation","6.43","133827590","n/a","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VOXX&selected=VOXX",
"AAC","Australia Acquisition Corp.","9.65","85431450","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAC&selected=AAC",
"AACOU","Australia Acquisition Corp.","9.99","63936000","2010","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACOU&selected=AACOU",
"AACOW","Australia Acquisition Corp.","0.449","6465600","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AACOW&selected=AACOW",
"AUTH","AuthenTec, Inc.","2.56","112058880","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUTH&selected=AUTH",
"ADAT","Authentidate Holding Corp.","0.86","39622780","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADAT&selected=ADAT",
"ABTL","Autobytel Inc.","0.87","40066980","1999","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABTL&selected=ABTL",
"AUTC","AutoChina International Limited","25.7","504131200","n/a","Consumer Durables","Automotive Aftermarket","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUTC&selected=AUTC",
